id,damage_ratio
unlabeled_006,0.6605430575114464
unlabeled_003,0.6608025378253973
unlabeled_001,0.6605188136343515
unlabeled_004,0.6605832582622366
unlabeled_002,0.6607938858979027
unlabeled_005,0.6606451430229842
unlabeled_007,0.6604417983057799
unlabeled_008,0.6613035997555177
unlabeled_009,0.6611085389946598
unlabeled_000,0.6603894245547339
